Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Delivery_Time,Distance_km
VADRES19DEL02,32,4.2,0,2,32,7.573429885
ALHRES04DEL01,26,4.3,3,3,35,11.00773476
MYSRES15DEL02,21,4.5,0,2,26,20.20525324
MUMRES12DEL03,26,5,3,2,22,4.587980158
HYDRES07DEL03,38,4.3,1,2,33,4.610456146
MYSRES17DEL01,32,3.8,0,2,40,10.88088712
COIMBRES07DEL02,28,4.6,3,2,22,20.25510294
INDORES08DEL02,33,4.8,3,2,27,7.562982485
CHENRES17DEL02,35,4.8,2,3,38,12.41800992
BHPRES02DEL02,36,4.7,2,2,22,7.862668167
HYDRES12DEL01,29,4.8,1,2,19,1.536836907
PUNERES04DEL01,34,4.8,1,2,25,1.532359644
BHPRES03DEL03,33,5,1,2,25,13.58985818
RANCHIRES01DEL01,30,4.4,2,2,42,10.56287891
JAPRES04DEL01,25,4.6,2,2,20,16.38508524
RANCHIRES08DEL02,27,4.9,2,2,17,3.018883118
COIMBRES13DEL02,20,4.9,0,3,19,7.79040136
PUNERES09DEL02,38,4.8,0,3,23,3.064487106
BANGRES07DEL02,31,4.7,1,3,22,3.105095437
MUMRES15DEL03,32,5,1,2,48,13.76397722
COIMBRES16DEL03,28,4.9,2,2,16,4.674266565
COIMBRES20DEL01,29,4.6,3,1,19,1.558157003
JAPRES19DEL03,25,4.3,1,2,33,20.85157881
JAPRES14DEL01,38,4.9,3,2,38,16.38598064
VADRES18DEL03,33,5,0,2,27,4.717601092
COIMBRES12DEL02,24,4.8,3,2,10,3.116253656
CHENRES010DEL01,22,4.8,1,3,28,10.86540915
COIMBRES09DEL03,20,5,1,2,29,14.02213683
COIMBRES09DEL01,22,4.6,3,1,12,10.90628904
BANGRES19DEL02,37,4.9,3,3,28,7.763485791
JAPRES02DEL03,33,4.8,2,2,25,20.85154469
RANCHIRES08DEL02,24,4.5,1,2,14,12.07428195
MYSRES16DEL01,35,5,0,2,45,17.098197
ALHRES11DEL03,29,4,0,2,37,14.15280069
HYDRES14DEL01,29,4.6,3,3,24,16.90314234
HYDRES15DEL01,25,4.8,1,3,23,6.146622188
ALHRES11DEL03,38,4.7,3,2,38,14.15280069
MYSRES02DEL02,31,4.8,1,2,21,20.20704994
AURGRES06DEL03,23,4.9,3,2,24,13.73596529
AURGRES04DEL01,35,5,0,3,28,4421.356381
JAPRES18DEL02,29,4.9,0,1,18,11.91658284
DEHRES010DEL02,35,4.8,1,2,40,11.74896951
BANGRES14DEL02,24,4.8,0,3,16,7.762944134
HYDRES20DEL03,39,4.4,2,2,40,4.609743188
COIMBRES07DEL02,30,5,0,2,31,7.790944138
RANCHIRES16DEL01,29,4.6,3,0,38,10.56454052
SURRES06DEL03,22,4.7,3,2,11,4.560760431
SURRES07DEL01,26,4.8,2,3,18,16.72143014
KOCRES13DEL02,32,4.6,1,2,41,12.48447308
AURGRES05DEL01,31,4,2,2,32,6.105307054
BHPRES04DEL03,30,4.8,1,2,30,4.530874476
CHENRES16DEL02,31,4.8,1,2,18,7.761422437
MUMRES16DEL02,31,4.1,2,3,39,12.23679066
COIMBRES18DEL01,34,4.6,3,3,19,1.558087473
DEHRES05DEL01,29,4.9,0,2,35,10.27972837
HYDRES14DEL02,27,4.4,3,2,46,7.683850219
PUNERES09DEL01,35,4.7,2,3,47,10.72496076
COIMBRES18DEL02,28,4.9,2,2,23,20.25310137
COIMBRES16DEL03,27,4.9,3,2,15,14.02209608
INDORES02DEL03,33,4.2,3,3,45,13.61583346
COIMBRES13DEL01,27,4.9,0,3,17,1.558132266
SURRES12DEL01,20,5,0,3,21,6.080949026
INDORES07DEL02,32,4.7,3,1,19,7.563061701
KOLRES02DEL03,39,4.5,1,3,25,9.081848162
BANGRES18DEL03,29,4.6,1,1,27,9.316114128
VADRES18DEL01,32,5,0,3,37,17.29786575
MYSRES14DEL03,27,4.7,2,2,28,14.15280069
PUNERES07DEL03,36,4.7,3,2,40,13.78845436
CHENRES08DEL02,32,4.5,0,1,25,7.761839422
MYSRES02DEL01,25,4.8,0,3,19,1.554562541
RANCHIRES05DEL03,37,4.5,3,1,17,13.5832677
INDORES010DEL02,26,4.7,1,3,19,7.562364213
JAPRES01DEL01,25,4.7,3,2,27,10.42757536
KOLRES20DEL01,24,4.6,1,2,16,1.513769912
PUNERES20DEL03,20,4.7,2,3,20,9.191516816
RANCHIRES12DEL03,26,4.7,1,2,18,4.717601092
MYSRES11DEL02,32,4.8,1,2,26,3.10898815
HYDRES19DEL03,26,4.9,3,2,16,4.610035602
ALHRES08DEL02,38,4.9,1,2,31,7.490186773
CHENRES01DEL03,24,4.9,2,1,22,13.97121662
CHENRES12DEL02,27,4.8,3,2,16,7.762596265
BHPRES12DEL02,28,4.6,1,1,11,3.145067435
KNPRES17DEL02,26,4.8,0,3,35,19.39514984
COIMBRES12DEL01,36,4.8,2,3,16,17.13810585
GOARES17DEL01,24,4.7,0,1,10,6.176576612
COIMBRES06DEL02,29,4.6,0,2,43,12.46396243
MYSRES19DEL02,29,4.6,0,3,16,3.108925571
SURRES19DEL02,31,4.5,1,3,18,7.601874227
MYSRES07DEL02,38,3.9,0,2,34,12.43520407
GOARES20DEL01,31,4.3,1,2,25,1.572533729
CHENRES15DEL03,36,4.7,0,2,28,13.9706524
SURRES010DEL03,27,4.6,3,3,15,13.68159043
KOCRES15DEL03,31,4.3,3,3,31,14.04416232
COIMBRES17DEL01,32,4.3,2,2,36,10.90597018
MUMRES20DEL01,31,4.1,0,1,46,16.82567455
INDORES06DEL02,21,4.3,0,2,29,3.025321091
BANGRES08DEL01,36,4.9,2,3,26,1.55278213
INDORES18DEL03,32,4.8,2,2,25,4.537513327
MUMRES19DEL01,30,4.9,1,2,17,1.529622755
CHENRES010DEL02,20,4.8,3,1,14,7.761160094
RANCHIRES03DEL01,20,4,1,3,37,11.00773476
MUMRES02DEL02,35,4.8,0,2,28,7.646104748
INDORES16DEL01,39,4.1,0,3,34,6.050103074
COIMBRES02DEL02,24,4.9,3,2,20,12.46393741
PUNERES15DEL03,38,4.8,3,2,13,4.595393826
MUMRES04DEL02,24,4.8,2,1,18,12.23207002
INDORES08DEL01,31,4.7,0,2,28,10.587819
HYDRES05DEL02,22,4.8,2,2,23,12.29343379
BANGRES15DEL03,34,4.7,1,3,26,13.97205302
PUNERES07DEL01,21,4.7,1,2,16,1.532220683
RANCHIRES17DEL01,20,4.9,1,2,18,1.50935777
HYDRES19DEL01,37,4.3,1,1,39,16.90169066
SURRES11DEL02,24,4.7,0,2,17,3.040816041
MUMRES20DEL02,25,4.5,1,3,17,7.648690101
KOCRES07DEL02,38,4.5,1,2,20,3.121288913
SURRES05DEL02,32,4.8,1,2,39,19.76079801
JAPRES04DEL01,28,4.9,1,2,11,1.489845884
BANGRES07DEL03,20,4.3,2,2,27,4.657597469
VADRES03DEL03,34,4.7,2,2,21,4.544085706
RANCHIRES02DEL03,28,4.8,0,3,10,4.717601092
PUNERES08DEL01,39,4.8,0,2,16,1.532275327
CHENRES12DEL03,23,4.7,0,3,23,9.315024039
RANCHIRES13DEL02,28,4.6,0,2,16,3.018662292
RANCHIRES20DEL01,29,4.7,0,2,12,1.509230791
JAPRES12DEL02,24,4.9,1,3,31,7.448627554
KOCRES02DEL03,22,4.9,2,3,16,4.68159682
MYSRES19DEL01,38,4.9,0,1,23,17.09765155
SURRES08DEL02,29,4.8,1,1,39,12.16151799
MYSRES010DEL01,35,4.9,1,3,10,1.554514382
MYSRES08DEL02,28,4.5,3,2,48,3.109134414
MUMRES17DEL01,39,4.7,1,2,46,16.82477211
INDORES04DEL02,31,4.6,0,2,43,12.09902345
INDORES06DEL03,34,4.9,3,2,47,9.075352488
CHENRES010DEL02,26,4.5,0,2,36,20.17741679
SURRES16DEL03,28,5,0,3,28,9.121796529
ALHRES18DEL01,33,3.5,1,2,35,10.48587007
PUNERES11DEL03,21,4.9,3,2,11,9.193021333
LUDHRES01DEL01,36,4.8,2,2,37,1.465327449
BANGRES05DEL02,24,5,3,2,49,20.18125983
VADRES02DEL01,35,4.7,0,3,28,17.29786575
CHENRES14DEL01,24,4.8,3,2,15,6.209485214
SURRES16DEL02,37,4.7,1,3,29,3.040790211
CHENRES06DEL01,33,4.4,2,3,38,10.86567578
PUNERES18DEL02,25,4.6,3,3,17,7.65968772
HYDRES03DEL02,33,4.5,2,2,42,19.97609532
RANCHIRES02DEL03,28,4.7,2,2,15,14.15280069
MYSRES15DEL03,22,4.9,3,2,15,13.98877756
BHPRES18DEL02,36,4.8,1,2,25,12.0792378
SURRES14DEL01,26,4.5,2,2,28,16.72211869
LUDHRES13DEL03,35,4.7,0,2,27,20.50692085
BHPRES03DEL01,38,3.7,0,3,34,16.60925556
BANGRES14DEL03,35,4.2,0,3,33,4.657857734
CHENRES14DEL03,21,4.3,1,2,34,13.97065259
AURGRES16DEL01,22,5,0,2,43,17.29786575
CHENRES19DEL03,33,5,1,1,28,9.314781588
COIMBRES12DEL02,29,4.6,3,2,30,20.25378536
GOARES12DEL01,25,4.6,2,2,25,10.80810834
BANGRES20DEL01,26,4.2,1,2,33,6.210145663
VADRES02DEL01,28,4.9,3,3,19,1.572533729
RANCHIRES17DEL01,23,5,2,2,17,1.50935777
MYSRES13DEL01,23,4.9,1,2,15,1.554544023
MYSRES05DEL03,31,4.8,3,2,26,13.98951247
RANCHIRES16DEL01,26,4.8,0,2,30,10.56454052
BANGRES06DEL01,20,4.8,1,3,21,10.86728674
VADRES02DEL03,35,4.6,1,2,27,14.15280069
JAPRES13DEL03,33,4.9,0,2,25,20.85711532
BHPRES02DEL02,37,4.2,0,3,38,20.44292976
MYSRES19DEL02,35,5,1,2,37,7.772096241
JAPRES04DEL01,24,4.6,0,2,19,5.959032639
MUMRES07DEL02,34,4.8,2,2,21,19.88498909
INDORES02DEL01,38,4.2,3,2,36,10.59044839
MYSRES15DEL01,31,4.1,2,2,31,1.554424976
RANCHIRES08DEL02,20,4.9,0,3,10,3.018883118
RANCHIRES01DEL01,22,4.6,2,2,25,16.59765942
MYSRES07DEL02,33,4,1,2,31,7.772220444
PUNERES18DEL03,20,4.9,1,2,29,9.1914973
PUNERES01DEL03,38,4.6,3,3,26,4.596251207
RANCHIRES09DEL01,33,4.8,2,2,25,6.037614687
DEHRES02DEL03,35,4.9,0,1,26,14.15280069
COIMBRES06DEL02,21,4.9,2,2,36,12.46396243
MYSRES02DEL03,27,4.7,3,2,36,4.66360082
MYSRES09DEL02,24,4.9,0,2,22,12.43525674
BANGRES13DEL02,38,4.5,1,3,25,3.105355545
KOLRES20DEL02,38,4.5,0,3,15,3.027489376
COIMBRES11DEL02,31,4.7,0,3,10,7.790426272
INDORES07DEL03,34,5,0,2,29,9.075521307
PUNERES17DEL01,21,5,0,2,22,6.128899375
COIMBRES11DEL01,24,4.7,0,3,14,6.23239305
SURRES09DEL02,27,4.7,3,2,22,7.601245066
PUNERES15DEL02,35,4.2,1,2,41,12.25352867
HYDRES04DEL02,26,4.9,1,2,28,7.684155417
SURRES09DEL02,38,4.5,1,2,21,19.76074373
SURRES09DEL03,20,4.6,0,3,19,4.560890658
MYSRES20DEL02,35,4.8,2,2,23,7.772038819
MYSRES010DEL03,39,5,1,3,26,9.326651352
GOARES04DEL01,38,5,1,3,36,6.175516093
MUMRES18DEL03,39,4.8,3,2,23,4.589265861
BANGRES09DEL02,38,4,3,2,25,3.105364545
BHPRES18DEL02,21,2.7,3,2,41,12.0792378
PUNERES13DEL03,20,4.6,3,2,10,4.596336792
PUNERES010DEL01,22,4.2,0,2,17,1.532253167
AGRRES010DEL02,25,4.5,1,2,28,2.976570183
MYSRES17DEL03,27,4.9,0,2,26,13.9894503
BANGRES15DEL03,30,4.7,0,2,19,13.97205302
MYSRES05DEL01,29,4.6,2,3,21,17.09797286
SURRES09DEL01,26,4.8,3,3,18,1.520344728
KOCRES010DEL02,39,4.6,1,3,29,20.28513652
INDORES03DEL02,27,4.9,2,2,16,12.09909692
INDORES02DEL03,22,4.8,1,2,24,13.61583346
BANGRES07DEL03,20,4.6,2,2,40,13.97196854
COIMBRES06DEL03,22,4.5,1,3,16,4.674181485
SURRES15DEL02,32,3.9,3,3,38,19.76170647
MUMRES14DEL03,27,4.5,0,2,17,4.588321086
MYSRES010DEL02,28,4.1,3,3,42,20.20642094
RANCHIRES04DEL02,21,4.9,2,2,13,3.018828463
COIMBRES06DEL01,33,4.6,3,2,29,1.558086516
MYSRES12DEL03,27,4.8,1,2,25,4.663772762
RANCHIRES11DEL01,36,4.9,0,3,23,10.56498187
RANCHIRES01DEL01,20,5,3,2,18,6.036244197
BANGRES010DEL02,33,4.6,3,3,23,7.763196933
KNPRES02DEL01,24,4.9,1,3,23,5.969043562
MUMRES18DEL01,22,4.8,0,2,24,10.70767503
PUNERES14DEL02,29,5,3,2,38,19.91724842
MYSRES05DEL01,21,4.8,1,3,17,10.88093544
VADRES19DEL01,37,4.6,3,2,30,6.058844117
COIMBRES03DEL01,38,4.6,2,2,29,1.558076621
BANGRES01DEL01,22,4.3,3,2,35,17.07802907
LUDHRES14DEL02,30,4.9,3,3,16,2.93034356
HYDRES08DEL01,31,4.9,0,2,28,6.146967152
MUMRES16DEL01,33,4.7,2,2,30,1.529751879
LUDHRES02DEL02,32,4,1,2,37,20.44292976
JAPRES15DEL03,37,4.9,3,3,28,20.85342649
HYDRES14DEL01,28,5,2,3,17,6.147160559
BANGRES17DEL03,35,4.3,3,3,34,4.657651549
HYDRES02DEL02,24,4.6,0,2,23,3.073772153
CHENRES07DEL03,25,4.7,1,3,24,4.656649028
COIMBRES04DEL03,31,4.6,1,2,45,14.02175654
JAPRES19DEL01,27,4,2,3,33,16.38435116
RANCHIRES20DEL02,24,4.9,2,1,30,12.07238519
GOARES19DEL02,29,4.9,2,2,17,3.145067435
RANCHIRES04DEL01,28,4.8,3,2,25,10.56498774
MUMRES15DEL02,27,5,0,3,17,7.647092835
INDORES11DEL03,25,4.7,3,2,32,9.074647673
MUMRES17DEL02,35,4.8,0,3,17,3.059443339
SURRES01DEL03,38,4.7,3,2,21,4.56074046
MUMRES06DEL02,28,5,0,3,24,19.88701284
VADRES17DEL01,23,4.9,0,1,29,1.572533729
MUMRES18DEL02,23,4.9,0,2,24,7.648557948
HYDRES17DEL01,28,4.6,3,2,37,16.90200194
RANCHIRES16DEL02,29,5,3,3,43,19.61782456
MYSRES15DEL02,36,3.8,3,3,34,12.43458553
COIMBRES010DEL02,27,4.9,0,3,16,20.25378852
MUMRES04DEL02,32,4.8,2,3,25,12.23207002
MUMRES14DEL01,29,2.6,1,3,34,10.70546848
MYSRES18DEL03,35,4,3,2,33,4.663310852
DEHRES06DEL01,35,4.6,0,3,22,16.15143831
SURRES01DEL01,27,4.6,1,2,26,6.080891508
MYSRES07DEL02,29,4.9,0,2,17,3.108975195
LUDHRES02DEL03,34,4.6,3,2,25,14.15280069
RANCHIRES04DEL01,22,4.6,2,2,22,6.03744859
ALHRES05DEL03,35,3.4,3,2,33,13.48095751
RANCHIRES12DEL02,31,4.1,2,2,40,20.44292976
COIMBRES02DEL03,37,4.7,2,2,29,9.348109677
VADRES17DEL01,24,4.2,3,2,36,11.00773476
CHENRES14DEL02,23,5,3,2,15,3.104803753
KOCRES12DEL03,33,4.9,2,2,27,4.681878122
COIMBRES18DEL02,29,5,3,3,27,7.790177004
COIMBRES12DEL02,29,4.9,1,2,29,7.790439155
BANGRES12DEL02,25,4.7,2,3,23,20.18248261
RANCHIRES05DEL02,27,4.9,3,2,43,19.61891835
RANCHIRES12DEL01,25,4.6,0,2,16,11.00773476
GOARES08DEL02,36,4.2,3,3,42,12.35083018
COIMBRES09DEL02,36,4.9,0,3,20,12.46422601
HYDRES07DEL02,21,5,0,2,48,19.97602755
SURRES11DEL01,28,5,3,2,33,16.72211838
COIMBRES08DEL01,25,4.9,3,3,20,1.558136982
CHENRES12DEL02,28,4.9,3,3,19,20.18116177
KOLRES09DEL03,30,4,3,2,33,9.081833108
SURRES15DEL03,21,4.8,3,3,27,13.68204453
MUMRES19DEL01,31,5,3,2,25,10.70700646
JAPRES17DEL03,24,4.6,1,3,12,4.469620876
BANGRES03DEL01,22,4.6,3,3,26,6.210060323
HYDRES16DEL03,21,4.2,3,2,29,9.220147515
SURRES08DEL02,35,4.6,2,3,30,12.16151799
SURRES04DEL02,26,4.5,2,2,30,19.7608984
JAPRES19DEL02,22,4.9,0,2,14,19.36256168
KOLRES11DEL01,26,4.8,3,2,30,16.64514538
COIMBRES16DEL01,20,4.9,0,3,28,6.23230338
KOCRES06DEL01,27,4.9,1,1,23,6.242510272
INDORES02DEL02,20,4.6,0,2,16,12.10316636
HYDRES12DEL01,37,4.4,2,2,42,10.75701434
HYDRES13DEL02,29,5,1,2,22,3.073618468
KOCRES06DEL03,21,4.6,0,3,28,9.363623289
BANGRES09DEL01,20,5,1,3,12,1.552697444
BANGRES14DEL01,39,4.2,2,2,39,10.86790864
INDORES06DEL02,29,4.6,3,3,15,12.10006242
MYSRES19DEL03,26,4.7,1,3,25,9.326428319
JAPRES16DEL01,25,4.7,1,3,18,1.490153881
KOCRES09DEL03,28,4.7,1,2,22,14.04473292
SURRES19DEL03,35,3.3,0,2,33,13.68251199
KOLRES04DEL03,31,4.7,2,3,42,13.6209917
KNPRES13DEL01,34,4.9,2,2,28,5.968814212
RANCHIRES04DEL02,24,4.9,3,1,26,7.546680469
VADRES11DEL02,36,4,0,2,31,3.02955974
MYSRES07DEL02,35,4.9,3,2,28,20.20626032
RANCHIRES06DEL03,24,4.9,2,2,21,13.58314387
COIMBRES16DEL02,23,4.2,1,2,33,12.4641898
PUNERES05DEL03,34,4.3,0,2,34,9.192770953
INDORES20DEL01,35,3.5,1,3,38,10.5875882
PUNERES09DEL01,24,4.7,1,2,43,10.72496076
BANGRES20DEL02,25,4.9,0,1,11,7.76260589
JAPRES11DEL01,37,4.7,3,3,30,16.38504583
RANCHIRES010DEL03,30,4.7,0,2,23,13.5833025
COIMBRES01DEL02,26,5,1,3,18,7.790237053
PUNERES12DEL01,31,4.8,3,2,13,1.532335016
COIMBRES20DEL02,24,4.6,2,3,15,20.25401004
PUNERES03DEL01,32,4.9,3,2,22,1.532189093
SURRES05DEL02,22,4.9,2,3,32,7.601265908
RANCHIRES04DEL01,22,4.8,0,2,26,10.56498774
COIMBRES08DEL02,38,4.3,0,2,25,3.116247996
MYSRES14DEL03,37,4.6,2,3,15,9.435201537
BANGRES04DEL01,37,4.1,3,2,31,1.552556984
KOLRES16DEL03,22,4.6,1,2,21,5022.490583
VADRES03DEL01,27,4,3,2,18,1.514745317
HYDRES07DEL02,37,4.8,3,2,42,3.073677586
BANGRES03DEL01,34,4,3,3,32,6.210060323
VADRES08DEL03,29,4.8,0,3,18,14.15280069
JAPRES01DEL03,23,4,2,2,36,8.938097379
SURRES18DEL01,28,4.6,0,3,29,16.72253447
BANGRES19DEL01,39,4.5,2,2,27,17.0786655
GOARES03DEL03,36,4.1,1,3,41,13.89392525
HYDRES18DEL03,26,5,0,3,28,9.219905582
BANGRES03DEL02,32,4.6,0,2,42,12.41963241
COIMBRES11DEL01,37,5,3,1,29,6.23239305
VADRES07DEL02,36,5,2,2,29,3.145067435
JAPRES08DEL01,21,4.7,0,1,30,16.38457428
INDORES02DEL03,36,4.6,3,2,28,9.077679566
MYSRES06DEL01,23,4.7,3,2,16,1.554506333
SURRES13DEL01,37,4.8,3,3,22,6.081204325
HYDRES02DEL03,31,4.8,3,3,19,4.610598033
VADRES14DEL02,33,4.8,0,3,15,7.57343592
VADRES16DEL03,21,4.8,2,3,21,14.15280069
JAPRES12DEL01,21,4.9,2,2,28,5.959019072
VADRES14DEL03,22,4.3,1,2,37,13.63128208
HYDRES20DEL03,39,4.8,3,2,25,9.219123568
JAPRES19DEL03,29,4.8,1,3,19,13.40597172
MYSRES09DEL03,21,4.9,0,2,15,9.326616888
COIMBRES14DEL03,23,4.8,1,2,15,9.348403335
PUNERES16DEL03,30,4.6,3,3,30,9.193027874
JAPRES14DEL03,32,4.9,3,2,19,4.469606139
VADRES08DEL03,28,4.9,0,2,29,14.15280069
VADRES010DEL01,29,4.6,3,2,27,16.65997406
MYSRES07DEL03,22,4.5,2,2,16,9.326577421
AURGRES05DEL03,39,4.6,0,2,21,4.579048175
COIMBRES19DEL02,31,4.7,2,2,31,7.790158927
COIMBRES20DEL02,29,5,1,2,15,3.116288056
JAPRES17DEL02,26,4.7,2,2,25,11.91768046
PUNERES11DEL01,38,4.8,3,3,23,1.53227647
RANCHIRES20DEL03,29,4.6,3,3,16,9.054602228
INDORES14DEL03,27,4.8,3,2,27,4.537394872
MUMRES01DEL03,36,4.6,2,2,38,4.589038751
MUMRES20DEL03,29,4.8,3,3,13,13.76685501
INDORES11DEL03,36,4.9,2,1,29,4.537553115
COIMBRES04DEL01,21,4.1,1,2,37,17.13741471
JAPRES14DEL02,26,4.7,1,3,28,7.449051157
GOARES12DEL02,33,4.6,0,2,29,12.35197925
JAPRES06DEL03,32,5,0,3,33,4.469193825
CHENRES04DEL03,33,4.8,2,2,25,4.657127682
SURRES14DEL01,39,4.5,3,3,15,16.72211869
RANCHIRES02DEL02,26,4.6,0,2,24,20.44292976
MYSRES14DEL01,20,4.8,1,2,17,1.572533729
HYDRES03DEL02,37,4.1,0,2,33,7.683918689
BANGRES14DEL01,30,4.4,2,2,35,17.07747121
MYSRES20DEL02,25,5,2,2,29,3.108902629
AURGRES07DEL01,26,4.5,0,3,28,16.78783038
KOCRES02DEL02,32,4.6,2,3,17,20.28537006
HYDRES16DEL03,25,4.7,0,3,29,13.82967763
INDORES13DEL01,30,4.7,2,3,17,1.512600089
COIMBRES12DEL03,22,4.7,0,3,21,4.674341511
KOLRES05DEL03,33,4.8,1,2,30,9.081444955
BANGRES03DEL03,34,4.7,1,2,27,9.31490749
SURRES06DEL03,35,4.6,3,2,25,9.121089775
RANCHIRES17DEL02,38,4.7,0,3,20,7.546267707
AURGRES07DEL03,35,4.6,2,2,29,9.15767842
MYSRES07DEL01,21,4.7,0,2,25,10.88090531
GOARES14DEL03,20,4.7,2,3,10,4.636103104
VADRES18DEL02,36,4.6,2,3,24,3.145067435
JAPRES04DEL03,24,5,1,2,28,8.938197834
HYDRES19DEL01,24,4.8,2,2,22,16.90169066
BANGRES05DEL02,27,4.7,3,1,10,7.762633866
ALHRES07DEL03,24,5,3,1,11,8.98807869
PUNERES02DEL03,24,4.7,0,2,16,9.192571532
VADRES15DEL02,30,4.1,3,2,31,7.862668167
MYSRES05DEL01,23,4.6,0,3,28,6.217851598
COIMBRES20DEL03,24,5,1,3,19,14.02247679
CHENRES01DEL02,38,4.8,3,2,23,7.762092915
SURRES09DEL01,33,4.9,1,2,18,1.520344728
MUMRES03DEL03,35,4.1,1,2,39,13.7620971
LUDHRES20DEL01,29,4.1,2,2,21,1.465250069
RANCHIRES11DEL01,32,4.4,0,2,38,10.56498187
KOLRES01DEL01,25,4.5,2,1,13,1.513767042
VADRES010DEL02,27,4.9,2,2,22,19.68840741
PUNERES010DEL02,28,5,1,2,27,7.660840812
MYSRES18DEL02,24,4.9,1,3,35,20.20578852
MUMRES11DEL03,20,4.7,3,2,26,9.181146899
SURRES12DEL03,30,4.9,3,2,21,13.68105696
INDORES13DEL01,27,4.6,3,2,21,10.58713107
COIMBRES17DEL03,22,4.7,1,2,23,14.02172651
MUMRES09DEL02,36,4,2,2,37,19.89051422
VADRES20DEL01,27,5,2,2,34,16.6599173
VADRES12DEL02,31,4.8,0,2,28,7.862668167
AURGRES03DEL01,38,4.4,1,3,36,10.68383683
ALHRES04DEL01,32,4.8,2,2,45,6.290134678
RANCHIRES09DEL02,26,4.8,1,3,27,19.61919671
BANGRES06DEL01,21,4.7,3,2,26,6.210061176
RANCHIRES17DEL02,31,4.8,3,2,36,19.61758128
SURRES06DEL01,20,4.6,3,2,35,16.72067899
BANGRES16DEL02,20,4.8,2,2,16,3.104785918
MUMRES11DEL02,22,4.6,0,2,24,19.89050358
MUMRES15DEL03,31,4.8,1,3,23,13.76397722
VADRES07DEL02,31,3.7,0,3,39,20.44292976
CHENRES20DEL02,27,4.8,2,2,17,3.105110395
VADRES19DEL01,22,4.7,3,2,49,16.6598905
CHENRES12DEL01,34,4.8,3,3,34,10.86742127
RANCHIRES12DEL01,22,4.7,2,2,27,11.00773476
MYSRES05DEL01,28,4.6,0,2,14,1.554506379
COIMBRES02DEL01,34,4.6,3,3,21,10.90603662
INDORES03DEL02,21,4.9,0,1,15,19.65937353
SURRES17DEL01,24,4.9,3,1,19,6.08159695
HYDRES14DEL01,29,4.7,1,2,10,10.7571088
AURGRES16DEL01,31,4.1,2,2,35,11.00773476
RANCHIRES02DEL02,27,4.3,2,2,21,7.862668167
INDORES17DEL01,36,4.8,0,2,32,6.049765397
INDORES07DEL03,35,4.7,0,2,30,13.61259424
CHENRES19DEL03,33,5,3,3,17,9.314781588
RANCHIRES12DEL01,33,4.1,2,2,20,1.572533729
CHENRES09DEL01,21,4.4,1,2,24,1.55236088
JAPRES08DEL02,36,4.9,1,2,36,11.91675726
COIMBRES16DEL01,23,4.7,3,2,11,1.558114851
BANGRES06DEL01,38,4.5,3,3,24,17.0764925
MUMRES19DEL02,30,4.9,3,3,30,7.648080629
CHENRES11DEL02,36,5,3,3,31,3.104571867
RANCHIRES16DEL01,24,4.9,3,2,21,1.509376443
MYSRES09DEL02,22,5,0,2,44,12.43525674
COIMBRES09DEL02,34,5,3,2,26,3.116212742
SURRES15DEL02,25,4.7,0,2,12,7.601614738
JAPRES08DEL01,34,4.9,0,2,29,10.42736761
BANGRES17DEL01,29,4.5,1,3,15,1.552580953
INDORES02DEL03,37,4.8,1,3,30,13.61583346
COIMBRES15DEL03,34,3.9,0,3,36,14.02218261
HYDRES01DEL02,21,4.8,1,3,29,19.97674647
COIMBRES14DEL01,34,4.4,0,2,44,17.13802213
COIMBRES18DEL01,35,4.7,1,3,31,1.558087473
KNPRES08DEL02,34,4.8,2,3,27,20.44292976
JAPRES18DEL03,36,4.3,0,3,31,4.469157679
SURRES17DEL01,22,4.8,3,3,13,10.6422923
ALHRES15DEL01,28,4.7,1,2,49,16.47659058
COIMBRES16DEL03,28,4.9,0,2,21,9.348298807
KOLRES010DEL02,30,5,0,3,26,19.67343142
AGRRES15DEL01,34,4.6,2,2,29,17.29786575
COIMBRES16DEL02,35,5,1,2,42,12.4641898
COIMBRES18DEL01,26,4.8,1,2,25,6.232193723
MUMRES12DEL01,23,5,3,3,13,16.8206603
COIMBRES16DEL02,37,4.8,1,2,17,3.116203714
VADRES16DEL02,30,4.2,1,3,32,20.44292976
SURRES03DEL02,30,4.4,1,3,48,19.76006371
PUNERES18DEL02,28,4,0,2,34,12.25498831
MYSRES16DEL01,35,4.8,1,2,21,17.098197
VADRES15DEL01,29,4.6,3,1,41,17.29786575
LUDHRES14DEL03,32,4.7,2,2,22,4.395417949
KNPRES14DEL03,35,4.6,0,2,42,4.477009778
JAPRES19DEL03,20,4.6,0,2,34,20.85157881
PUNERES19DEL02,24,4.5,0,2,25,7.660316912
DEHRES08DEL01,31,5,0,2,25,1.468643427
HYDRES010DEL03,27,4.6,1,3,17,4.610405795
COIMBRES19DEL03,26,4.5,1,3,17,14.02181622
JAPRES13DEL01,38,4.4,0,2,33,10.42999111
RANCHIRES14DEL01,36,4.6,3,1,23,1.572533729
HYDRES05DEL03,27,4.7,2,2,28,4.610339346
INDORES17DEL02,39,4,1,2,33,7.562079321
SURRES13DEL03,35,4,0,3,31,4.560975024
BHPRES06DEL01,32,4.7,1,2,29,16.60822464
HYDRES15DEL02,20,4.9,3,3,12,3.073391571
MUMRES19DEL03,37,4.5,0,2,17,4.588898781
